name,year,Price,kms_driven,fuel_type,transmission,owner
Skoda Fabia 1.2L Diesel Ambiente,2011,"1,59,500","38,200 kms",Diesel,Manual,First Owner
Ford EcoSport Titanium 1.5L TDCi,2016,"5,99,000","30,000 kms",Diesel,Automatic,First Owner
Hyundai Accent GLX,2006,80000,"56,000 kms",Petrol,Manual,First Owner
Yama,r 15,55000,,,Automatic,First Owner
Maruti Suzuki Swift LDi,2010,Ask For Price,"52,000 kms",Diesel,Manual,Second Owner
Mahindra TUV300 T4 Plus,2016,"6,75,000","9,000 kms",Diesel,Manual,Second Owner
Mini Cooper S 1.6,2013,"18,91,111","13,000 kms",Petrol,Manual,First Owner
Mini Cooper S 1.6,2013,"18,91,111","13,000 kms",Petrol,Manual,First Owner
Tata Indica V2 Xeta e GLE,2008,"1,50,000","11,000 kms",Petrol,Manual,First Owner
Mini Cooper S,2013,"18,91,111","13,000 kms",Petrol,Manual,First Owner
Tata Indigo CS LS DiCOR,2009,72500,"46,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Swift VXi 1.2 ABS BS IV,2019,"6,10,000",73 kms,Petrol,Manual,Second Owner
Mahindra Scorpio VLX Special Edition BS III,2004,"2,30,000","1,60,000 kms",Diesel,Manual,First Owner
Tata Indica eV2 LS,2017,Ask For Price,"84,000 kms",Diesel,Manual,Second Owner
Honda Accord,2009,"1,75,000","58,559 kms",Petrol,Manual,Second Owner
Mahindra Scorpio S4,2015,"8,55,000","30,000 kms",Diesel,Manual,Second Owner
Chevrolet Tavera Neo,2013,"3,75,000","55,000 kms",Diesel,Manual,Second Owner
Ford EcoSport Titanium 1.5 TDCi,2014,"5,20,000","57,000 kms",Diesel,Manual,Third Owner
Maruti Suzuki Ertiga,2015,"5,24,999","50,000 kms",Diesel,Automatic,First Owner
Honda Amaze,2014,"2,99,999","37,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Dzire,2012,"2,99,999","40,000 kms",Petrol,Manual,First Owner
Honda City,2011,"2,84,999","55,000 kms",Petrol,Manual,First Owner
Mahindra Scorpio 2.6 CRDe,2007,"2,20,000","1,70,000 kms",Diesel,Manual,Third Owner
Maruti Suzuki Dzire,2014,"4,24,999","55,000 kms",Diesel,Manual,Second Owner
Honda City,2015,"6,44,999","39,000 kms",Petrol,Manual,First Owner
Honda Mobilio,2014,"3,99,999","44,000 kms",Petrol,Manual,Third Owner
Toyota Corolla Altis,2009,"1,99,999","65,000 kms",Petrol,Manual,First Owner
Honda City,2014,"5,84,999","39,000 kms",Petrol,Manual,Second Owner
Skoda Laura,2012,"3,49,999","44,000 kms",Diesel,Manual,First Owner
Renault Duster,2015,"4,49,999","49,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Ertiga,2018,"7,99,999","9,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Dzire,2015,"4,44,999","45,000 kms",Diesel,Manual,First Owner
Mahindra XUV500,2014,"6,49,999","47,000 kms",Diesel,Automatic,First Owner
Hyundai Verna Fluidic,2012,"4,44,999","40,000 kms",Diesel,Manual,Third Owner
Maruti Suzuki Vitara Brezza,2016,"6,89,999","29,000 kms",Diesel,Automatic,First Owner
Maruti Suzuki Wagon R,2016,"3,44,999","15,000 kms",Petrol,Manual,First Owner
Mahindra Scorpio,2015,"9,44,999","45,000 kms",Diesel,Manual,Fourth & Above Owner
Honda Amaze,2014,"2,74,999","35,000 kms",Petrol,Manual,Fourth & Above Owner
Mahindra XUV500,2013,"6,89,999","80,000 kms",Diesel,Manual,First Owner
Mahindra Scorpio,2013,"5,74,999","68,000 kms",Diesel,Manual,Third Owner
Skoda Laura,2013,"3,74,999","50,000 kms",Diesel,Manual,Third Owner
Volkswagen Polo,2010,"1,99,999","60,000 kms",Diesel,Manual,First Owner
Hyundai Elite i20,2016,"5,49,999","9,000 kms",Petrol,Manual,Fourth & Above Owner
Tata Manza Aura Quadrajet,2012,"1,30,000","72,000 kms",Diesel,Manual,Second Owner
Chevrolet Sail UVA Petrol LT ABS,2013,"2,10,000","60,000 kms",Petrol,Manual,Second Owner
Renault Duster 110 PS RxZ Diesel Plus,2012,"5,01,000","38,000 kms",Diesel,Manual,Second Owner
Hyundai Verna Fluidic 1.6 VTVT SX,2013,"4,01,000","45,000 kms",Diesel,Manual,Fourth & Above Owner
Audi A4 2.0 TDI 177bhp Premium,2012,"13,50,000","40,000 kms",Diesel,Manual,Fourth & Above Owner
Hyundai Elantra SX,2013,"6,00,000","20,000 kms",Petrol,Manual,Second Owner
Mahindra Scorpio VLX 4WD Airbag,2013,"6,10,000","35,000 kms",Diesel,Manual,Third Owner
Mahindra KUV100 K8 D 6 STR,2016,"4,00,000","20,000 kms",Diesel,Manual,Third Owner
Renault Scala RxL Diesel Travelogue,2015,"3,75,000","25,000 kms",Diesel,Manual,First Owner
Mahindra Quanto C8,2013,"3,75,000","20,000 kms",Diesel,Manual,Second Owner
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,2014,"3,65,000","20,000 kms",Petrol,Manual,Second Owner
Hyundai i20 Active 1.2 SX,2015,"5,00,000","18,000 kms",Petrol,Manual,First Owner
Mahindra Xylo E4,2012,"4,00,000","35,000 kms",Diesel,Automatic,First Owner
Hyundai Grand i10,2017,"5,24,999","6,821 kms",Petrol,Manual,First Owner
Hyundai i20,2014,"4,49,999","23,000 kms",Petrol,Manual,First Owner
Hyundai Eon,2014,"1,74,999","14,000 kms",Petrol,Manual,First Owner
Hyundai i10,2012,"2,44,999","38,000 kms",Petrol,Manual,First Owner
Hyundai i20 Active,2015,"5,74,999","35,000 kms",Diesel,Manual,First Owner
Datsun Redi GO,2017,"2,44,999","22,000 kms",Petrol,Manual,First Owner
Toyota Etios Liva,2011,"2,39,999","41,000 kms",Petrol,Manual,First Owner
Hyundai Accent,2010,99999,"45,000 kms",Petrol,Manual,First Owner
Hyundai Verna,2014,"4,89,999","44,000 kms",Diesel,Manual,Second Owner
Maruti Suzuki Swift,2013,"3,24,999","45,000 kms",Diesel,Manual,First Owner
Toyota Fortuner,2011,"10,74,999","52,000 kms",Diesel,Manual,First Owner
Hyundai i10 Sportz,2012,"2,30,000","34,000 kms",Petrol,Manual,First Owner
Mahindra Bolero Power Plus SLE,2018,"6,99,000","1,800 kms",Diesel,Manual,Fourth & Above Owner
selling car Ta,Zest,Ask For Price,,,Manual,Second Owner
Mahindra XUV500,2015,"10,00,000","15,000 kms",Diesel,Automatic,First Owner
Honda City 1.5 V MT Exclusive,2010,"2,40,000","4,00,000 kms",Petrol,Automatic,First Owner
Chevrolet Spark LT 1.0 Airbag,2009,"1,10,000","44,000 kms",Petrol,Manual,First Owner
Mahindra Jeep MM 550 XDB,2019,"3,90,000",60 kms,Diesel,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012,"5,01,000","35,000 kms",Diesel,Manual,First Owner
Mahindra XUV500,2016,"11,30,000","72,000 kms",Diesel,Manual,Second Owner
Tata Indigo eCS VX CR4 BS IV,2014,"2,50,000","40,000 kms",Diesel,Manual,Fourth & Above Owner
Tata Zest 90,/-Rs,Ask For Price,,,Manual,First Owner
Mahindra Bolero SLE BS IV,2013,"3,30,000","80,200 kms",Diesel,Automatic,First Owner
Force Motors Force One LX ABS 7 STR,2015,"5,80,000","3,200 kms",Diesel,Automatic,First Owner
Skoda Rapid Elegance 1.6 TDI CR MT,2013,"3,40,000","48,000 kms",Diesel,Automatic,First Owner
Tata Vista Quadrajet VX,2011,"1,20,000","90,000 kms",Diesel,Automatic,First Owner
Maruti Suzuki Alto K10 VXi AT,2015,"2,65,000","12,000 kms",Petrol,Manual,First Owner
Maruti Suzuki SX4,2012,"2,65,000","46,000 kms",Diesel,Automatic,First Owner
Maruti Suzuki Zen LXi BS III,2003,85000,"69,900 kms",Petrol,Automatic,First Owner
Mahindra Jeep CL550 MDI,2019,"3,79,000","0,000 kms",Diesel,Manual,First Owner
Hyundai i10 Magna 1.2,2011,"1,75,000","45,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Alto 800,2015,"2,19,000","5,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Swift Dzire Tour LDi,2016,"3,50,000","1,66,000 kms",Diesel,Manual,Second Owner
Honda City ZX EXi,2008,"1,49,000","42,000 kms",Petrol,Automatic,First Owner
Mahindra Jeep CL550 MDI,2018,"3,85,000",588 kms,Diesel,Manual,First Owner
Mahindra Jeep MM 550 XDB,2006,"4,25,000",122 kms,Diesel,Automatic,First Owner
Chevrolet Beat Diesel,2017,"1,50,000","62,000 kms",Diesel,Manual,First Owner
Honda City 1.5 S MT,2010,"2,25,000","70,000 kms",Petrol,Automatic,First Owner
Maruti Suzuki Swift Dzire car,sale,"3,00,000",,,Automatic,First Owner
Hyundai Verna 1.4 VTVT,2014,"3,75,000","36,000 kms",Petrol,Automatic,First Owner
Toyota Innova 2.5 E MS 7 STR BS IV,2012,"7,70,000",0 kms,Diesel,Automatic,First Owner
Maruti Suzuki Alto 800 Lxi,2018,Ask For Price,"24,000 kms",Petrol,Automatic,First Owner
Maruti Suzuki Maruti 800 Std – Befo,1995,30000,"55,000 kms",Petrol,Manual,Third Owner
Toyota Etios,2011,"2,75,000","36,000 kms",Diesel,Manual,Third Owner
Volkswagen Polo,2015,"3,30,000","38,000 kms",Diesel,Automatic,Second Owner
Maruti Suzuki Swift,2014,"3,35,000","55,000 kms",Diesel,Manual,First Owner
Hyundai Elite i20 Asta 1.4 CRDI,2015,"4,50,000","20,000 kms",Diesel,Manual,Third Owner
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,2012,"2,25,000","40,000 kms",Petrol,Manual,Third Owner
Maruti Suzuki Swift Dzire Tour (Gat,ara),"3,00,000",,,Manual,Second Owner
Maruti Suzuki Versa DX2 8 SEATER BSIII,2004,80000,"50,000 kms",Petrol,Manual,Second Owner
Tata Indigo LX TDI BS III,2016,"1,30,000","1,04,000 kms",Diesel,Manual,Second Owner
Volkswagen Vento Konekt Diesel Highline,2011,"2,45,000","65,000 kms",Diesel,Manual,First Owner
Mercedes Benz C Class 200 CDI Classic,2002,"3,99,000","41,000 kms",Petrol,Automatic,First Owner
Maruti Suzuki Ertiga VDi,2013,"4,50,000","90,000 kms",Diesel,Automatic,First Owner
URJE,SELL,"1,80,000",,,Manual,Second Owner
Honda City,2000,65000,"80,000 kms",Petrol,Manual,First Owner
Hyundai Santro Xing GLS,2006,75000,"46,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Omni Limited Edition,2001,70000,"70,000 kms",Petrol,Automatic,First Owner
Hyundai Sonata Transform 2.4 GDi MT,2017,"1,90,000","36,469 kms",Diesel,Manual,First Owner
Hyundai Elite i20 Sportz 1.2,2018,"6,00,000","7,800 kms",Petrol,Manual,Second Owner
Volkswagen Vento Konekt Diesel Highline,2011,"2,45,000","65,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Alto 800 Lxi,2017,"2,40,000","60,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Alto LXi BS III,2011,"1,55,000","32,000 kms",Petrol,Automatic,First Owner
Honda Jazz S MT,2009,"1,69,999","24,695 kms",Petrol,Automatic,First Owner
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,2017,"4,50,000","15,141 kms",Petrol,Automatic,First Owner
Maruti Suzuki Zen LXi BSII,2001,40000,"40,000 kms",Petrol,Manual,First Owner
Mahindra Scorpio W Turbo 2.6DX 9 Seater,2012,"1,65,000","65,000 kms",Diesel,Automatic,First Owner
Swift Dzire Tour 27 Dec 2016 Regis,tion,"3,70,000",,,Automatic,First Owner
Maruti Suzuki Alto K10 VXi,2014,"2,70,000","22,000 kms",Petrol,Manual,First Owner
Hyundai Grand i10 Asta 1.2 Kappa VTVT,2016,"2,80,000","59,910 kms",Diesel,Manual,First Owner
Mahindra XUV500 W8,2012,"5,60,000","1,00,000 kms",Diesel,Manual,First Owner
Hyundai Creta 1.6 SX Plus Petrol,2016,"9,50,000","25,000 kms",Petrol,Manual,Second Owner
Hyundai i20 Magna O 1.2,2013,"3,10,000","35,000 kms",Petrol,Automatic,First Owner
Renault Duster 85 PS RxL Explore LE,2015,"7,15,000","65,000 kms",Diesel,Manual,First Owner
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,2014,"3,40,000","35,000 kms",Petrol,Automatic,First Owner
Honda Brio V MT,2012,"2,35,000","33,000 kms",Petrol,Manual,First Owner
Mahindra TUV300 T4 Plus,2017,"6,10,000","68,000 kms",Diesel,Automatic,First Owner
Chevrolet Spark LS 1.0,2010,95000,"23,000 kms",Petrol,Automatic,First Owner
Mahindra TUV300 T8,2018,"10,00,000","4,500 kms",Diesel,Automatic,First Owner
Maruti Suzuki Swift Dzire Tour LDi,2015,"2,20,000","1,29,000 kms",Diesel,Automatic,First Owner
Nissan X Trail Select Variant,2019,"12,00,000",300 kms,Diesel,Automatic,First Owner
Maruti Suzuki Alto 800 Vxi,2015,"2,30,000","5,000 kms",Petrol,Automatic,First Owner
Ford Ikon 1.3 CLXi NXt Finesse,2001,45000,"65,000 kms",Petrol,Manual,First Owner
Toyota Fortuner 3.0 4x4 MT,2010,"9,40,000","1,31,000 kms",Diesel,Manual,Second Owner
Tata Manza ELAN Quadrajet,2010,"1,55,555","1,11,111 kms",Petrol,Manual,Second Owner
Tata zest x,odel,"3,20,000",,,Manual,Second Owner
Mahindra xyl,2 bs,"3,50,000",,,Manual,First Owner
Mercedes Benz A Class A 180 Sport Petrol,2013,"15,00,000","14,000 kms",Petrol,Manual,First Owner
Chevrolet Beat LS Diesel,2016,"2,10,000","22,000 kms",Diesel,Manual,Second Owner
Ford EcoSport Trend 1.5L TDCi,2013,"4,95,000","38,000 kms",Diesel,Manual,Second Owner
Tata Indigo LS,2016,"1,25,000","70,000 kms",Diesel,Manual,First Owner
Hyundai i20 Magna 1.2,2010,"1,95,000","36,000 kms",Petrol,Manual,Second Owner
Volkswagen Vento Highline Plus 1.5 Diesel AT,2015,"5,50,000","34,000 kms",Diesel,Manual,Second Owner
Renault Kwid RXT,2015,"2,70,000","43,000 kms",Petrol,Manual,Second Owner
Used Commercial Maruti Omn,arry,"1,50,000",,,Manual,Second Owner
Ford EcoSport Titanium 1.5L TDCi,2014,"5,00,000","40,000 kms",Diesel,Manual,First Owner
Honda Amaze 1.5 E i DTEC,2016,"2,40,000","1,60,000 kms",Diesel,Manual,First Owner
Hyundai Verna 1.6 EX VTVT,2017,"8,00,000","12,000 kms",Petrol,Manual,Second Owner
BMW 5 Series 520d Sedan,2011,"12,99,000","49,000 kms",Diesel,Manual,First Owner
Skoda Superb 1.8 TFSI AT,2011,"5,30,000","68,000 kms",Petrol,Manual,First Owner
Audi Q3 2.0 TDI quattro Premium,2013,"14,99,000","37,000 kms",Diesel,Manual,First Owner
Mahindra Bolero DI BSII,2012,"2,20,000","59,466 kms",Diesel,Manual,First Owner
Maruti Suzuki Zen Estilo LXI Green CNG,2011,Ask For Price,"16,000 kms",Petrol,Manual,First Owner
Mahindra Scorpio S10,2015,"9,00,000","97,200 kms",Diesel,Manual,First Owner
Ford Figo Duratorq Diesel Titanium 1.4,2012,"2,50,000","99,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Wagon R VXI BS IV,2018,"3,95,000","25,500 kms",Petrol,Manual,First Owner
Mahindra Logan Diesel 1.5 DLS,2009,"1,30,000","66,000 kms",Petrol,Manual,First Owner
Tata Nano GenX XMA,2010,32000,"44,005 kms",Petrol,Manual,Second Owner
Mahindra TUV300 T4 Plus,2016,"5,40,000","35,000 kms",Diesel,Manual,First Owner
Mahindra TUV300 T4 Plus,2016,"5,40,000","35,000 kms",Diesel,Automatic,First Owner
Hyundai Elite i20 Magna 1.2,2015,"4,05,000","28,000 kms",Petrol,Manual,First Owner
Hyundai Elite i20 Magna 1.2,2015,"4,00,000","30,000 kms",Petrol,Manual,First Owner
Honda City SV,2017,"7,60,000","4,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Baleno Delta 1.2,2016,"5,00,000","28,000 kms",Petrol,Manual,First Owner
Ford Figo Petrol LXI,2011,"1,75,000","75,000 kms",Petrol,Manual,First Owner
Mahindra Scorpio S10,2015,"9,00,000","97,200 kms",Diesel,Manual,First Owner
Honda City,2017,"7,50,000","3,000 kms",Petrol,Manual,First Owner
Hyundai Elite i20 Magna 1.2,2015,"4,19,000","20,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Versa DX2 8 SEATER BSIII,2004,90000,"50,000 kms",Petrol,Manual,First Owner
Hyundai Eon Era Plus,2018,"1,40,000","2,110 kms",Petrol,Manual,Second Owner
Mitsubishi Pajero Sport Limited Edition,2015,"15,40,000","43,222 kms",Petrol,Manual,First Owner
Hyundai i10 Magna 1.2 Kappa2,2008,"2,75,000","1,00,200 kms",Petrol,Automatic,First Owner
Toyota Corolla H2,2003,"1,50,000","1,00,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Swift Dzire Tour VXi,2011,"2,30,000",65 kms,Petrol,Automatic,First Owner
Tata Indigo CS eLS BS IV,2015,"1,23,000","1,00,000 kms",Diesel,Manual,Third Owner
Mahindra Scorpio S10,2015,"9,00,000","97,200 kms",Diesel,Manual,Second Owner
Mahindra Scorpio S10,2015,"9,00,000","97,200 kms",Diesel,Manual,First Owner
Hyundai Xcent Base 1.1 CRDi,2016,"3,00,000","1,40,000 kms",Diesel,Manual,Second Owner
Honda City,2015,"4,99,999","55,000 kms",Petrol,Manual,First Owner
Hyundai Accent Executive Edition,2009,"1,65,000","48,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Baleno Delta 1.2,2016,"4,98,000","22,000 kms",Petrol,Manual,Second Owner
Tata Zest XE 75 PS Diesel,2018,"4,80,000","1,03,553 kms",Diesel,Manual,First Owner
Maruti Suzuki Dzire LDI,2017,"4,88,000","80,000 kms",Diesel,Manual,First Owner
Tata Sumo Gold LX BS IV,2014,"2,50,000","99,000 kms",Diesel,Manual,Second Owner
Toyota Corolla Altis GL Petrol,2010,"2,20,000","58,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Eeco 7 STR,2013,"2,90,000","70,000 kms",LPG,Manual,First Owner
Toyota Fortuner 3.0 4x2 MT,2015,"15,25,000","1,20,000 kms",Diesel,Manual,First Owner
Mahindra XUV500 W6,2013,"5,48,900","49,800 kms",Diesel,Manual,First Owner
Tata Tigor Revotron XZ,2019,"6,50,000",100 kms,Diesel,Manual,First Owner
Maruti Suzuki 800,2001,55000,"81,876 kms",Petrol,Manual,Second Owner
Maruti Suzuki Ertiga Vxi,2015,"5,50,000","75,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Versa DX2 8 SEATER BSIII,2004,90000,"50,000 kms",Petrol,Manual,First Owner
Honda Mobilio S i DTEC,2014,"3,99,000","44,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Ertiga,2016,"7,30,000","55,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Vitara Brezza,2017,"7,25,000","36,000 kms",Diesel,Manual,First Owner
Hyundai Verna 1.6 CRDI E,2016,"1,95,000","56,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Swift VXI BSIII,2007,"1,30,000","62,000 kms",Petrol,Manual,Third Owner
Toyota Fortuner 3.0 4x2 MT,2015,"15,25,000","1,20,000 kms",Diesel,Manual,Second Owner
Maruti Suzuki Omni Select Variant,2014,"1,90,000","6,020 kms",Petrol,Manual,Second Owner
Honda Amaze,2013,"2,50,000","55,700 kms",Diesel,Manual,First Owner
Tata Indica,2005,80000,"42,000 kms",Petrol,Automatic,First Owner
Hyundai Santro Xing,2003,"1,20,000","50,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Zen Estilo,2010,"1,49,000","35,000 kms",Petrol,Automatic,First Owner
Maruti Suzuki Wagon R LXI BS IV,2014,"2,50,000","18,500 kms",Petrol,Manual,Second Owner
Maruti Suzuki Wagon R,2007,"1,20,000","7,000 kms",Petrol,Manual,First Owner
Honda Brio VX AT,2017,"4,50,000","11,000 kms",Petrol,Manual,First Owner
Hyundai Xcent Base 1.1 CRDi,2015,Ask For Price,"1,80,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Zen LXi BSII,2003,99999,"53,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Zen Estilo LXI Green CNG,2008,"1,35,000","23,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Wagon R Select Variant,2016,"2,25,000","35,500 kms",Diesel,Manual,Second Owner
Maruti Suzuki Alto LXi BS III,2010,99000,"22,134 kms",Petrol,Manual,Second Owner
Renault Kwid RXT,2019,"3,70,000","1,000 kms",Petrol,Manual,Second Owner
Tata Nano Lx BSIV,2010,52000,"9,000 kms",Petrol,Manual,First Owner
Jaguar XE XE Portfolio,2016,"28,00,000","8,500 kms",Petrol,Manual,First Owner
Hyundai Xcent S 1.2,2015,Ask For Price,"35,000 kms",Petrol,Manual,First Owner
Hyundai Eon Magna Plus,2014,"1,90,000","35,000 kms",Petrol,Manual,First Owner
Honda City 1.5 S MT,2014,"4,99,000","22,000 kms",Petrol,Manual,Second Owner
Hindustan Motors Ambassador,2002,90000,"25,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Ritz GENUS VXI,2010,"1,49,000","40,000 kms",Petrol,Manual,Second Owner
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,2017,"4,00,000","20,000 kms",Petrol,Manual,Second Owner
Hyundai Eon D Lite Plus,2016,"1,20,000","87,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,2015,"2,50,000","55,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Wagon R VXI BS IV,2017,"3,75,000","23,000 kms",Petrol,Manual,Third Owner
Honda Amaze 1.2 VX i VTEC,2014,"3,81,000","6,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Estilo VXi ABS BS IV,2013,"1,80,000","65,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Vitara Brezza LDi O,2016,"5,80,000","25,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Eeco 5 STR WITH AC HTR,2015,"2,78,000","39,000 kms",Petrol,Manual,First Owner
Toyota Innova 2.0 V,2009,Ask For Price,"15,574 kms",Diesel,Manual,First Owner
Hyundai Creta 1.6 SX Plus Petrol AT,2016,"10,00,000","8,000 kms",Petrol,Manual,Third Owner
Mahindra Scorpio Vlx BSIV,2013,"6,90,000","75,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Ertiga VDi,2012,"4,80,000","51,000 kms",Diesel,Manual,First Owner
Mitsubishi Lancer 1.8 LXi,2006,85000,"50,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Maruti 800 AC,2001,40000,"75,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Alto 800 LXI CNG O,2015,90000,"55,800 kms",Petrol,Manual,First Owner
Hyundai Grand i10 Magna 1.2 Kappa VTVT,2015,"3,40,000","53,000 kms",Petrol,Manual,First Owner
Hyundai Eon D Lite Plus,2018,"2,60,000","25,000 kms",Petrol,Manual,Second Owner
Ford Fiesta SXi 1.6 ABS,2009,"2,50,000","56,400 kms",Petrol,Manual,Second Owner
Maruti Suzuki Ritz VDi,2010,"1,80,000","72,160 kms",Diesel,Manual,Second Owner
Hyundai Verna Fluidic New,2012,"3,50,000","10,000 kms",Diesel,Manual,First Owner
Maruti Suzuki Wagon R LXi BS III,2006,90001,"48,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Estilo LX BS IV,2007,"1,15,000","36,000 kms",Petrol,Manual,Second Owner
Audi A6 2.0 TDI Premium,2012,"15,99,000","11,500 kms",Diesel,Manual,First Owner
Maruti Suzuki Wagon R LXi BS III,2003,"1,30,000","1,33,000 kms",Petrol,Manual,Third Owner
Maruti Suzuki Wagon R,2009,"1,59,000","27,000 kms",Petrol,Manual,First Owner
Maruti Suzuki Wagon R,2009,"1,60,000","35,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Alto,2010,"1,10,000","55,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Baleno Sigma 1.2,2016,"4,25,000","40,000 kms",Petrol,Manual,First Owner
Hyundai Verna 1.6 SX VTVT AT,2019,"9,00,000","2,000 kms",Petrol,Manual,Second Owner
Maruti Suzuki Swift GLAM,2009,"1,50,000","45,000 kms",Petrol,Manual,First Owner
Hyundai Getz Prime 1.3 GVS,2009,"1,10,000","20,000 kms",Petrol,Manual,First Owner
Hyundai Santro,2000,51999,"88,000 kms",Petrol,Manual,Second Owner
Hyundai Getz Prime 1.3 GLX,2009,"1,15,000","20,000 kms",Petrol,Manual,First Owner
Chevrolet Beat PS Diesel,2012,"2,15,000","65,422 kms",Diesel,Manual,First Owner
Ford EcoSport Trend 1.5 Ti VCT,2017,"5,80,000","10,000 kms",Petrol,Automatic,First Owner
Maruti Suzuki Dzire ZXI,2013,"3,80,000","35,000 kms",Petrol,Manual,First Owner
Hyundai Fluidic Verna 1.6 CRDi SX,2013,"3,50,000","1,17,000 kms",Diesel,Manual,First Owner
Tata Indica V2 DLG,2005,35000,"1,50,000 kms",Diesel,Manual,First Owner
