,name,year,Price,kms_driven,fuel_type,transmission,owner
375,Maruti Suzuki Swift,2014,335000,55000,Diesel,Manual,First Owner
376,Hyundai Elite i20,2015,450000,20000,Diesel,Manual,Third Owner
377,Maruti Suzuki Swift,2012,225000,40000,Petrol,Manual,Third Owner
378,Maruti Suzuki Versa,2004,80000,50000,Petrol,Manual,Second Owner
379,Tata Indigo LX,2016,130000,104000,Diesel,Manual,Second Owner
380,Volkswagen Vento Konekt,2011,245000,65000,Diesel,Manual,First Owner
381,Mercedes Benz C,2002,399000,41000,Petrol,Automatic,First Owner
382,Maruti Suzuki Ertiga,2013,450000,90000,Diesel,Automatic,First Owner
383,Honda City,2000,65000,80000,Petrol,Manual,First Owner
384,Hyundai Santro Xing,2006,75000,46000,Petrol,Manual,Second Owner
385,Maruti Suzuki Omni,2001,70000,70000,Petrol,Automatic,First Owner
386,Hyundai Sonata Transform,2017,190000,36469,Diesel,Manual,First Owner
387,Hyundai Elite i20,2018,600000,7800,Petrol,Manual,Second Owner
388,Volkswagen Vento Konekt,2011,245000,65000,Diesel,Manual,First Owner
389,Maruti Suzuki Alto,2017,240000,60000,Petrol,Manual,Second Owner
390,Maruti Suzuki Alto,2011,155000,32000,Petrol,Automatic,First Owner
391,Honda Jazz S,2009,169999,24695,Petrol,Automatic,First Owner
392,Hyundai Grand i10,2017,450000,15141,Petrol,Automatic,First Owner
393,Maruti Suzuki Zen,2001,40000,40000,Petrol,Manual,First Owner
394,Mahindra Scorpio W,2012,165000,65000,Diesel,Automatic,First Owner
395,Maruti Suzuki Alto,2014,270000,22000,Petrol,Manual,First Owner
396,Hyundai Grand i10,2016,280000,59910,Diesel,Manual,First Owner
397,Mahindra XUV500 W8,2012,560000,100000,Diesel,Manual,First Owner
398,Hyundai Creta 1.6,2016,950000,25000,Petrol,Manual,Second Owner
399,Hyundai i20 Magna,2013,310000,35000,Petrol,Automatic,First Owner
400,Renault Duster 85,2015,715000,65000,Diesel,Manual,First Owner
401,Hyundai Grand i10,2014,340000,35000,Petrol,Automatic,First Owner
402,Honda Brio V,2012,235000,33000,Petrol,Manual,First Owner
403,Mahindra TUV300 T4,2017,610000,68000,Diesel,Automatic,First Owner
404,Chevrolet Spark LS,2010,95000,23000,Petrol,Automatic,First Owner
405,Mahindra TUV300 T8,2018,1000000,4500,Diesel,Automatic,First Owner
406,Maruti Suzuki Swift,2015,220000,129000,Diesel,Automatic,First Owner
407,Nissan X Trail,2019,1200000,300,Diesel,Automatic,First Owner
408,Maruti Suzuki Alto,2015,230000,5000,Petrol,Automatic,First Owner
409,Ford Ikon 1.3,2001,45000,65000,Petrol,Manual,First Owner
410,Toyota Fortuner 3.0,2010,940000,131000,Diesel,Manual,Second Owner
411,Tata Manza ELAN,2010,155555,111111,Petrol,Manual,Second Owner
412,Mercedes Benz A,2013,1500000,14000,Petrol,Manual,First Owner
413,Chevrolet Beat LS,2016,210000,22000,Diesel,Manual,Second Owner
414,Ford EcoSport Trend,2013,495000,38000,Diesel,Manual,Second Owner
415,Tata Indigo LS,2016,125000,70000,Diesel,Manual,First Owner
416,Hyundai i20 Magna,2010,195000,36000,Petrol,Manual,Second Owner
417,Volkswagen Vento Highline,2015,550000,34000,Diesel,Manual,Second Owner
418,Renault Kwid RXT,2015,270000,43000,Petrol,Manual,Second Owner
419,Ford EcoSport Titanium,2014,500000,40000,Diesel,Manual,First Owner
420,Honda Amaze 1.5,2016,240000,160000,Diesel,Manual,First Owner
421,Hyundai Verna 1.6,2017,800000,12000,Petrol,Manual,Second Owner
422,BMW 5 Series,2011,1299000,49000,Diesel,Manual,First Owner
423,Skoda Superb 1.8,2011,530000,68000,Petrol,Manual,First Owner
424,Audi Q3 2.0,2013,1499000,37000,Diesel,Manual,First Owner
425,Mahindra Bolero DI,2012,220000,59466,Diesel,Manual,First Owner
426,Mahindra Scorpio S10,2015,900000,97200,Diesel,Manual,First Owner
427,Ford Figo Duratorq,2012,250000,99000,Diesel,Manual,First Owner
428,Maruti Suzuki Wagon,2018,395000,25500,Petrol,Manual,First Owner
429,Mahindra Logan Diesel,2009,130000,66000,Petrol,Manual,First Owner
430,Tata Nano GenX,2010,32000,44005,Petrol,Manual,Second Owner
431,Mahindra TUV300 T4,2016,540000,35000,Diesel,Manual,First Owner
432,Mahindra TUV300 T4,2016,540000,35000,Diesel,Automatic,First Owner
433,Hyundai Elite i20,2015,405000,28000,Petrol,Manual,First Owner
434,Hyundai Elite i20,2015,400000,30000,Petrol,Manual,First Owner
435,Honda City SV,2017,760000,4000,Petrol,Manual,Second Owner
436,Maruti Suzuki Baleno,2016,500000,28000,Petrol,Manual,First Owner
437,Ford Figo Petrol,2011,175000,75000,Petrol,Manual,First Owner
438,Mahindra Scorpio S10,2015,900000,97200,Diesel,Manual,First Owner
439,Honda City,2017,750000,3000,Petrol,Manual,First Owner
440,Hyundai Elite i20,2015,419000,20000,Petrol,Manual,First Owner
441,Maruti Suzuki Versa,2004,90000,50000,Petrol,Manual,First Owner
442,Hyundai Eon Era,2018,140000,2110,Petrol,Manual,Second Owner
443,Mitsubishi Pajero Sport,2015,1540000,43222,Petrol,Manual,First Owner
444,Hyundai i10 Magna,2008,275000,100200,Petrol,Automatic,First Owner
445,Toyota Corolla H2,2003,150000,100000,Petrol,Manual,Second Owner
446,Maruti Suzuki Swift,2011,230000,65,Petrol,Automatic,First Owner
447,Tata Indigo CS,2015,123000,100000,Diesel,Manual,Third Owner
448,Mahindra Scorpio S10,2015,900000,97200,Diesel,Manual,Second Owner
449,Mahindra Scorpio S10,2015,900000,97200,Diesel,Manual,First Owner
450,Hyundai Xcent Base,2016,300000,140000,Diesel,Manual,Second Owner
451,Honda City,2015,499999,55000,Petrol,Manual,First Owner
452,Hyundai Accent Executive,2009,165000,48000,Petrol,Manual,First Owner
453,Maruti Suzuki Baleno,2016,498000,22000,Petrol,Manual,Second Owner
454,Tata Zest XE,2018,480000,103553,Diesel,Manual,First Owner
455,Maruti Suzuki Dzire,2017,488000,80000,Diesel,Manual,First Owner
456,Tata Sumo Gold,2014,250000,99000,Diesel,Manual,Second Owner
457,Toyota Corolla Altis,2010,220000,58000,Petrol,Manual,First Owner
458,Maruti Suzuki Eeco,2013,290000,70000,LPG,Manual,First Owner
459,Toyota Fortuner 3.0,2015,1525000,120000,Diesel,Manual,First Owner
460,Mahindra XUV500 W6,2013,548900,49800,Diesel,Manual,First Owner
461,Tata Tigor Revotron,2019,650000,100,Diesel,Manual,First Owner
462,Maruti Suzuki 800,2001,55000,81876,Petrol,Manual,Second Owner
463,Maruti Suzuki Ertiga,2015,550000,75000,Petrol,Manual,First Owner
464,Maruti Suzuki Versa,2004,90000,50000,Petrol,Manual,First Owner
465,Honda Mobilio S,2014,399000,44000,Diesel,Manual,First Owner
466,Maruti Suzuki Ertiga,2016,730000,55000,Diesel,Manual,First Owner
467,Maruti Suzuki Vitara,2017,725000,36000,Diesel,Manual,First Owner
468,Hyundai Verna 1.6,2016,195000,56000,Diesel,Manual,First Owner
469,Maruti Suzuki Swift,2007,130000,62000,Petrol,Manual,Third Owner
470,Toyota Fortuner 3.0,2015,1525000,120000,Diesel,Manual,Second Owner
471,Maruti Suzuki Omni,2014,190000,6020,Petrol,Manual,Second Owner
472,Honda Amaze,2013,250000,55700,Diesel,Manual,First Owner
473,Tata Indica,2005,80000,42000,Petrol,Automatic,First Owner
474,Hyundai Santro Xing,2003,120000,50000,Petrol,Manual,First Owner
475,Maruti Suzuki Zen,2010,149000,35000,Petrol,Automatic,First Owner
476,Maruti Suzuki Wagon,2014,250000,18500,Petrol,Manual,Second Owner
477,Maruti Suzuki Wagon,2007,120000,7000,Petrol,Manual,First Owner
478,Honda Brio VX,2017,450000,11000,Petrol,Manual,First Owner
479,Maruti Suzuki Zen,2003,99999,53000,Petrol,Manual,First Owner
480,Maruti Suzuki Zen,2008,135000,23000,Petrol,Manual,Second Owner
481,Maruti Suzuki Wagon,2016,225000,35500,Diesel,Manual,Second Owner
482,Maruti Suzuki Alto,2010,99000,22134,Petrol,Manual,Second Owner
483,Renault Kwid RXT,2019,370000,1000,Petrol,Manual,Second Owner
484,Tata Nano Lx,2010,52000,9000,Petrol,Manual,First Owner
485,Jaguar XE XE,2016,2800000,8500,Petrol,Manual,First Owner
486,Hyundai Eon Magna,2014,190000,35000,Petrol,Manual,First Owner
487,Honda City 1.5,2014,499000,22000,Petrol,Manual,Second Owner
488,Hindustan Motors Ambassador,2002,90000,25000,Diesel,Manual,First Owner
489,Maruti Suzuki Ritz,2010,149000,40000,Petrol,Manual,Second Owner
490,Hyundai Grand i10,2017,400000,20000,Petrol,Manual,Second Owner
491,Hyundai Eon D,2016,120000,87000,Petrol,Manual,First Owner
492,Maruti Suzuki Swift,2015,250000,55000,Petrol,Manual,First Owner
493,Maruti Suzuki Wagon,2017,375000,23000,Petrol,Manual,Third Owner
494,Honda Amaze 1.2,2014,381000,6000,Petrol,Manual,First Owner
495,Maruti Suzuki Estilo,2013,180000,65000,Petrol,Manual,First Owner
496,Maruti Suzuki Vitara,2016,580000,25000,Diesel,Manual,First Owner
497,Maruti Suzuki Eeco,2015,278000,39000,Petrol,Manual,First Owner
498,Hyundai Creta 1.6,2016,1000000,8000,Petrol,Manual,Third Owner
499,Mahindra Scorpio Vlx,2013,690000,75000,Diesel,Manual,First Owner
500,Maruti Suzuki Ertiga,2012,480000,51000,Diesel,Manual,First Owner
501,Mitsubishi Lancer 1.8,2006,85000,50000,Petrol,Manual,First Owner
502,Maruti Suzuki Maruti,2001,40000,75000,Petrol,Manual,First Owner
503,Maruti Suzuki Alto,2015,90000,55800,Petrol,Manual,First Owner
504,Hyundai Grand i10,2015,340000,53000,Petrol,Manual,First Owner
505,Hyundai Eon D,2018,260000,25000,Petrol,Manual,Second Owner
506,Ford Fiesta SXi,2009,250000,56400,Petrol,Manual,Second Owner
507,Maruti Suzuki Ritz,2010,180000,72160,Diesel,Manual,Second Owner
508,Hyundai Verna Fluidic,2012,350000,10000,Diesel,Manual,First Owner
509,Maruti Suzuki Wagon,2006,90001,48000,Petrol,Manual,Second Owner
510,Maruti Suzuki Estilo,2007,115000,36000,Petrol,Manual,Second Owner
511,Audi A6 2.0,2012,1599000,11500,Diesel,Manual,First Owner
512,Maruti Suzuki Wagon,2003,130000,133000,Petrol,Manual,Third Owner
513,Maruti Suzuki Wagon,2009,159000,27000,Petrol,Manual,First Owner
514,Maruti Suzuki Wagon,2009,160000,35000,Petrol,Manual,Second Owner
515,Maruti Suzuki Alto,2010,110000,55000,Petrol,Manual,Second Owner
516,Maruti Suzuki Baleno,2016,425000,40000,Petrol,Manual,First Owner
517,Hyundai Verna 1.6,2019,900000,2000,Petrol,Manual,Second Owner
518,Maruti Suzuki Swift,2009,150000,45000,Petrol,Manual,First Owner
519,Hyundai Getz Prime,2009,110000,20000,Petrol,Manual,First Owner
520,Hyundai Santro,2000,51999,88000,Petrol,Manual,Second Owner
521,Hyundai Getz Prime,2009,115000,20000,Petrol,Manual,First Owner
522,Chevrolet Beat PS,2012,215000,65422,Diesel,Manual,First Owner
523,Ford EcoSport Trend,2017,580000,10000,Petrol,Automatic,First Owner
524,Maruti Suzuki Dzire,2013,380000,35000,Petrol,Manual,First Owner
525,Hyundai Fluidic Verna,2013,350000,117000,Diesel,Manual,First Owner
526,Tata Indica V2,2005,35000,150000,Diesel,Manual,First Owner
527,BMW X1 xDrive20d,2011,1150000,72000,Diesel,Manual,First Owner
528,Hyundai i20 Asta,2010,300000,10750,Petrol,Manual,First Owner
529,Honda City 1.5,2009,269000,55000,Petrol,Manual,First Owner
530,Tata Nano,2013,60000,6800,Petrol,Manual,First Owner
531,Chevrolet Cruze LTZ,2014,400000,41000,Diesel,Automatic,First Owner
532,Hyundai Verna Fluidic,2015,430000,73000,Diesel,Manual,First Owner
533,Maruti Suzuki Swift,2011,140000,65000,Diesel,Manual,First Owner
534,Mahindra XUV500 W10,2018,1299000,40000,Diesel,Automatic,Fourth & Above Owner
535,Maruti Suzuki Alto,2014,199000,37000,Petrol,Manual,First Owner
536,Hyundai Accent GLE,2006,90000,55000,Petrol,Manual,First Owner
537,Force Motors One,2013,550000,140000,Diesel,Manual,Second Owner
538,Maruti Suzuki Alto,2019,265000,9800,Petrol,Manual,Second Owner
539,Chevrolet Spark 1.0,2011,100000,27000,Petrol,Manual,First Owner
540,Hyundai i10,2009,215000,27000,Petrol,Manual,Second Owner
541,Toyota Etios Liva,2012,380000,20000,Diesel,Manual,Second Owner
542,Renault Duster 85PS,2013,401919,57923,Diesel,Manual,Third Owner
543,Chevrolet Enjoy,2014,490000,30201,Diesel,Manual,Second Owner
544,Maruti Suzuki Alto,2017,280000,6200,Petrol,Automatic,First Owner
545,BMW 5 Series,2009,650000,37518,Petrol,Manual,First Owner
546,Toyota Etios Liva,2014,160000,24652,Petrol,Manual,First Owner
547,Mahindra Jeep MM,2004,424000,383,Diesel,Manual,First Owner
548,Chevrolet Beat LS,2016,225000,95000,Diesel,Manual,Second Owner
549,Chevrolet Cruze LTZ,2011,350000,35000,Diesel,Manual,Second Owner
550,Jeep Wrangler Unlimited,2015,950000,3528,Diesel,Manual,Second Owner
551,Maruti Suzuki Ertiga,2013,485000,52500,Diesel,Manual,Second Owner
552,Hyundai Verna VGT,2010,205000,47900,Diesel,Manual,Fourth & Above Owner
553,Maruti Suzuki Omni,2012,160000,14000,Petrol,Manual,First Owner
554,Maruti Suzuki Celerio,2018,310000,37000,Petrol,Manual,First Owner
555,Tata Zest Quadrajet,2017,180000,90000,Diesel,Manual,First Owner
556,Mahindra XUV500 W6,2013,549900,52800,Diesel,Manual,Second Owner
557,Tata Indigo CS,2016,150000,104000,Diesel,Manual,Third Owner
558,Hyundai i10 Era,2011,175000,30000,Petrol,Manual,First Owner
559,Tata Indigo eCS,2014,95000,195000,Diesel,Manual,First Owner
560,Tata Indigo LX,2016,230000,104000,Diesel,Manual,First Owner
561,Tata Indigo eCS,2016,230000,104000,Diesel,Manual,Second Owner
562,Tata Indigo Marina,2004,180000,70000,Diesel,Manual,Second Owner
563,Hyundai Xcent SX,2015,400000,43000,Diesel,Manual,First Owner
564,Hyundai Eon Magna,2013,185000,23000,Petrol,Manual,First Owner
565,Renault Duster 85,2015,385000,51000,Diesel,Manual,First Owner
566,Maruti Suzuki Alto,2009,90000,62000,Petrol,Manual,First Owner
567,Tata Nano LX,2010,32000,48008,Petrol,Manual,First Owner
568,Renault Duster 110,2013,435000,39000,Diesel,Manual,First Owner
569,Maruti Suzuki Wagon,2010,225000,40000,Petrol,Manual,Second Owner
570,Maruti Suzuki Swift,2006,189700,48247,Petrol,Automatic,First Owner
571,Maruti Suzuki Ertiga,2012,389700,39000,Diesel,Manual,Third Owner
572,Maruti Suzuki Swift,2014,365000,23000,Petrol,Manual,First Owner
573,Maruti Suzuki Alto,2017,360000,9400,Petrol,Manual,Second Owner
574,Hyundai i20 Magna,2010,210000,50000,Petrol,Manual,First Owner
575,Hyundai i10 Magna,2009,170000,75000,Petrol,Manual,First Owner
576,Tata Zest XE,2017,380000,70000,Diesel,Manual,Second Owner
577,Mahindra Xylo E8,2009,295000,64000,Diesel,Manual,First Owner
578,Toyota Corolla Altis,2010,185000,55000,Petrol,Manual,First Owner
579,Tata Manza Aqua,2014,160000,200000,Diesel,Manual,First Owner
580,Renault Kwid 1.0,2018,290000,2137,Petrol,Manual,Second Owner
581,Tata Venture EX,2013,100000,30000,Diesel,Manual,First Owner
582,Maruti Suzuki Swift,2014,315000,44000,Petrol,Manual,Second Owner
583,Skoda Octavia Classic,2006,114990,65000,Diesel,Manual,First Owner
584,Maruti Suzuki Omni,2012,120000,160000,LPG,Manual,First Owner
585,Chevrolet Beat Diesel,2011,125000,56000,Diesel,Manual,Third Owner
586,Tata Sumo Gold,2012,210000,75000,Diesel,Manual,First Owner
587,Hyundai Verna 1.6,2018,855000,42000,Diesel,Manual,First Owner
588,Tata Sumo Gold,2012,210000,75000,Diesel,Manual,Second Owner
589,Mahindra Scorpio 2.6,2007,260000,56000,Diesel,Manual,Second Owner
590,Maruti Suzuki Zen,2002,95000,10544,Petrol,Automatic,Second Owner
591,Maruti Suzuki Swift,2011,255000,64000,Petrol,Manual,First Owner
592,Mahindra Scorpio SLX,2008,300000,70000,Diesel,Manual,First Owner
593,Hyundai Grand i10,2014,340000,25000,Petrol,Manual,First Owner
594,Hyundai Elite i20,2017,550000,15000,Petrol,Manual,First Owner
595,Ford Ikon 1.6,2003,60000,50000,Petrol,Manual,First Owner
596,Toyota Innova 2.5,2011,750000,147000,Diesel,Manual,First Owner
597,Nissan Sunny XL,2011,230000,52000,Petrol,Manual,First Owner
598,Chevrolet Beat LT,2012,130000,90001,Diesel,Manual,Third Owner
599,Maruti Suzuki Alto,2017,270000,21000,Petrol,Manual,First Owner
600,Maruti Suzuki Swift,2012,280000,48006,Diesel,Manual,First Owner
601,Maruti Suzuki Swift,2012,280000,48006,Diesel,Manual,First Owner
602,Maruti Suzuki Swift,2012,280000,48006,Diesel,Manual,First Owner
603,Toyota Innova 2.0,2012,600000,80000,Diesel,Manual,Second Owner
604,Maruti Suzuki Swift,2010,190000,74000,Diesel,Automatic,First Owner
605,Hyundai Elite i20,2015,500000,22000,Petrol,Automatic,First Owner
606,Mahindra XUV500 W10,2016,1065000,41000,Diesel,Automatic,First Owner
607,Volkswagen Polo Trendline,2015,350000,25000,Diesel,Manual,First Owner
608,Toyota Etios Liva,2012,350000,85000,Diesel,Automatic,First Owner
609,Mahindra TUV300 T4,2016,540000,29500,Diesel,Automatic,First Owner
610,Hyundai Elite i20,2015,470000,30000,Petrol,Manual,First Owner
611,Hyundai Santro Xing,2014,179000,57000,Petrol,Manual,First Owner
612,Maruti Suzuki Zen,2003,48000,60000,Petrol,Manual,First Owner
613,Maruti Suzuki Ciaz,2016,650000,50000,Petrol,Manual,Second Owner
614,Hyundai Eon Era,2013,190000,39700,Petrol,Automatic,First Owner
615,Hyundai Elantra 1.8,2012,500000,65000,Petrol,Manual,First Owner
616,Maruti Suzuki Swift,2010,270000,67000,Diesel,Automatic,First Owner
617,Maruti Suzuki Zen,2008,125000,46000,Petrol,Manual,First Owner
618,Hyundai Eon Era,2012,188000,38000,Petrol,Automatic,First Owner
619,Hyundai Grand i10,2016,380000,27000,Petrol,Automatic,First Owner
620,Hyundai Verna Fluidic,2011,365000,43000,Diesel,Automatic,First Owner
621,Ford EcoSport Trend,2014,465000,47000,Petrol,Automatic,First Owner
622,Hyundai i20 Magna,2011,240000,42000,Petrol,Automatic,First Owner
623,Chevrolet Beat Diesel,2016,179999,19336,Diesel,Manual,First Owner
624,Tata Indica eV2,2015,140000,60105,Diesel,Manual,Second Owner
625,Jaguar XF 2.2,2013,2190000,29000,Diesel,Manual,Third Owner
626,Audi Q5 2.0,2014,2390000,34000,Diesel,Manual,Second Owner
627,BMW 3 Series,2011,1075000,35000,Diesel,Manual,First Owner
628,Maruti Suzuki Swift,2015,475000,22000,Petrol,Manual,Third Owner
629,BMW X1 sDrive20d,2012,1025000,41000,Diesel,Manual,Second Owner
630,Maruti Suzuki S,2016,615000,21000,Diesel,Manual,First Owner
631,Maruti Suzuki Ertiga,2013,475000,48000,Diesel,Manual,First Owner
632,Maruti Suzuki Alto,2016,270000,38000,Petrol,Manual,Second Owner
633,Honda City SV,2014,475000,34000,Diesel,Manual,Second Owner
634,Volkswagen Vento Comfortline,2011,240000,45933,Petrol,Manual,Second Owner
635,Honda City 1.5,2005,120000,68000,Petrol,Manual,Second Owner
636,Audi A4 2.0,2016,1900000,44000,Diesel,Manual,First Owner
637,Mahindra KUV100,2017,360000,35000,Diesel,Manual,Third Owner
638,Tata Zest XE,2018,450000,102563,Diesel,Automatic,First Owner
639,Mahindra XUV500 W8,2015,900000,28600,Diesel,Automatic,First Owner
640,Maruti Suzuki Swift,2017,650000,41800,Diesel,Automatic,First Owner
641,Tata Sumo Gold,2014,275000,116000,Diesel,Manual,First Owner
642,Maruti Suzuki Swift,2009,210000,59000,Petrol,Manual,Second Owner
643,Mahindra Scorpio 2.6,2004,175000,58000,Diesel,Manual,First Owner
644,Maruti Suzuki Omni,2009,85000,45000,Petrol,Manual,Second Owner
645,Mitsubishi Pajero Sport,2015,1490000,42590,Diesel,Manual,First Owner
646,Renault Duster,2014,800000,7400,Diesel,Manual,Second Owner
647,Volkswagen Jetta Comfortline,2009,450000,54500,Diesel,Manual,First Owner
648,Maruti Suzuki Ertiga,2012,1000000,200000,Diesel,Manual,Fourth & Above Owner
649,Audi A4 2.0,2013,1510000,27000,Diesel,Manual,Fourth & Above Owner
650,Volvo S80 Summum,2015,1850000,42000,Diesel,Manual,Second Owner
651,Toyota Corolla Altis,2014,790000,29000,Petrol,Manual,First Owner
652,Mitsubishi Pajero Sport,2015,1725000,37000,Diesel,Manual,First Owner
653,Chevrolet Beat LT,2012,135000,36000,Petrol,Manual,Second Owner
654,BMW X1,2011,1000000,34000,Diesel,Manual,First Owner
655,Datsun Redi GO,2018,299999,7000,Petrol,Manual,Second Owner
656,Mercedes Benz C,2009,1225000,76000,Diesel,Manual,First Owner
657,Mahindra Scorpio SLX,2004,175000,60000,Diesel,Manual,Second Owner
658,Volkswagen Vento Comfortline,2011,200000,95000,Diesel,Manual,First Owner
659,Tata Indigo CS,2017,270000,50000,Diesel,Manual,Second Owner
660,Ford Figo Petrol,2019,525000,0,Petrol,Manual,Second Owner
661,Honda City ZX,2006,180000,50000,Petrol,Manual,First Owner
662,Maruti Suzuki Wagon,2008,140000,68000,Petrol,Manual,Second Owner
663,Ford EcoSport Trend,2014,400000,16000,Petrol,Manual,First Owner
